id,old_split,split,group_id,category,label_text,label_img,label_combo,source,source_family,source_item_id,template_parent_id,text_hash,image_path_key,image_sha256,image_dhash,image_url_hash,image_prompt_hash,image_description_hash,is_msts,image_found
A_hf_0248,val,val,G0681,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0248,A_hf_0248,b1ebbb3db8101307e57e1e4b35498837203644e281b53d0875edd4491964eb0f,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00453.jpg,ae2ed9faecdd221b2dc63a1ce625edc3baf3ad2c203b22b2db8a619814846658,246373e15a535b33,,,,False,True
A_hf_0249,val,val,G0689,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0249,A_hf_0249,941f3ec80558e4709384c81879ff269d14ca877e46a4682edb4b5f9f96762cb9,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00387.jpg,96ca9471946e1fd2ea9a43debdf030888b4986f4f9252e94e2e156f8c2571610,f0fcf0e8c8d4e8d6,,,,False,True
A_hf_0250,train,train,G0690,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0250,A_hf_0250,f6d8858f6475f927d7242521ada10dc76c05a23a34f83b4773065db75e03a0fe,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00166.jpg,7ba8e009d4157800ee4a8163a90c3e7d35a177a23263b6f142f688f2ba8612b2,b2948b932192ba2c,,,,False,True
A_hf_0251,train,train,G0104,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0251,A_hf_0251,4554dae02906e59f52a3afc378df8cd865612acfef7d49d716e27866ae4bb408,dataset/augmented_images/cat_c_v2/diagrams/C_hf_diagram_00097.jpg,2bdb300062a05558129e84dc0c3619cb07b06d2aaef07ae31d7fe25d3f0f50ce,94925ac1595a80a0,,,,False,True
A_hf_0252,train,train,G0691,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0252,A_hf_0252,9aeea3c14d72d351dbeebda6a94921f34dc82fab00abdc3cb8f330edb91229e4,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00047.jpg,c599edfab494ce990dd060afdfa6c421d3c972cbc6267bd8c014bc9275bae781,0e06d6d6de7cc090,,,,False,True
A_hf_0253,train,train,G0692,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0253,A_hf_0253,2c62a5d7e1b947c9b9a660eefa15a40fa271da738bd7c6a09e29c20d80b9bb14,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00127.jpg,ef5bbbf52293be38ff9e86863ab1b2c1a229649557614f1bf9859ce96f7b2390,aa8c969e8e8ecec8,,,,False,True
A_hf_0254,val,val,G0693,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0254,A_hf_0254,e57b4c347c153f45db1666c4c787d23d263e006a6a3ed6f4ea1a78621971d9f8,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00448.jpg,67ecf4a14d18f8f7412f559d02d27bc021920223ec105a29d7f949143197658b,81c1b931242d67ee,,,,False,True
A_hf_0255,train,train,G0694,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0255,A_hf_0255,f77da0478832bf2fa9c2718630b1f32d558fb24d2b2449b2dd33afc537fd46e1,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00034.jpg,38e42017ced035f17c940dc96a1e8adfeb837249843faf0ec20bb848cea1ab22,5959591616336187,,,,False,True
A_hf_0256,test,test,G0695,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0256,A_hf_0256,3a9a9921ea69ac743f2e66dfaec5c6bc16ff4fb1e2b4294af6f18855d361689b,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00417.jpg,d5ab773e5701cca88c225a0042ed3e8e195a9f82099f78095bbebf4122783a46,d0f0d8a0020f3223,,,,False,True
A_hf_0257,train,train,G0696,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0257,A_hf_0257,a343cd65fce64a5ebcf350b8ce078f85761917de7ee6272ce4bbd277075977f2,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00097.jpg,59707a15a622aeee93a85820be04c2d3f1006af958754c705f9bf59111f720fc,dccd01c9cdcccce8,,,,False,True
A_hf_0258,train,train,G0697,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0258,A_hf_0258,a266d6f8bdd055f192dd331b4addd0b4347f98c3c960402329b62e5561960165,dataset/augmented_images/cat_c_v2/art/C_hf_art_00047.jpg,336fd85f2780da916c6d635bff7893fcd79c62f09b251c6da65fcdb04da6584e,e080c0f0e0696170,,,,False,True
A_hf_0259,val,val,G0698,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0259,A_hf_0259,763746022308c878db34a9ce55ff53acf36d7031893364ee8bb3054536cd6246,dataset/augmented_images/cat_c_v2/diagrams/C_hf_diagram_00068.jpg,69ede47af234fe44b58aee911474600b164d20bb48d0d7640d262aad0d13a775,8b2b30f171329296,,,,False,True
A_hf_0260,train,train,G0699,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0260,A_hf_0260,f8422e5de91bbd641babe909116abc2eeb4d92d2710356b9085a4417479b5db8,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00028.jpg,eb30d97b4344a73556bda27edacc782364e48631d0dffe67d7c2398bec8d63e2,c1a5cdb1b3b3b3b3,,,,False,True
A_hf_0261,train,train,G0700,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0261,A_hf_0261,1f862287e718350387ee77e930e58b0ebf144a7d98be2b8d396ae47712de1523,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00071.jpg,e46f4fb8b994f42f6f45856137473dd597b75a5ee9df7aded98bef15ef09c083,dbd1d0c888c8cccb,,,,False,True
A_hf_0262,train,train,G0701,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0262,A_hf_0262,88b17d8792e858ce8b3d1509f84f892bb5cbd9e68a9df3e5af027d42c5c8fb5c,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00589.jpg,36109844780835f81a71a7ea551607171e9d91a4fb3c38fa6d75825ea26f704f,4141f4b064743c1e,,,,False,True
A_hf_0263,train,train,G0702,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0263,A_hf_0263,c7a5810eb421ab90e0a5cd728530d28873b964f70a1b738e9555fa86087058f0,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00221.jpg,48289bda62d0c9abb6c38e81b28cea547ac302e85eb7a87a6e6c6905592f88d6,242d59d99c7a9ac4,,,,False,True
A_hf_0264,train,train,G0703,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0264,A_hf_0264,69dab3d185973286345ce4102080ab1d40f4b65dcc1da0ab7d20b4d5b85106ee,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00072.jpg,b175167c986462a224d7e9af1b69663a43ea31e0b7fb46fa7b674c493ceec4c9,9cb4ddd9cc1c9a9e,,,,False,True
A_hf_0265,train,train,G0653,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0265,A_hf_0265,e41a1f6464f4ba57055d7dfd49c058d94cee6d4f8dfd430c13d581f43cb652b5,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00251.jpg,00c4d4c8b06529f2486fd0cf62e65f9bb12b7e8904530bbe4caea39bf6101597,f0bc969ab3b78e4e,,,,False,True
A_hf_0266,test,test,G0704,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0266,A_hf_0266,3e657beb320d7fe73ac222f1b39f05823e2c09c700cbe32b04cb26413ea6dbbf,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00506.jpg,a5ee3e187753d313e5936b89b89b4448bbf38be0fdb544ab9f465991cdb2cbf0,3838b6ef6bfdf1d9,,,,False,True
A_hf_0267,train,train,G0678,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0267,A_hf_0267,7b6f841c6eb35b847925ec6be9fa700f4229f677919830ce42a3ebadd455f685,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00504.jpg,7e2acd25ed2d17c2012bee1ad39bdebf7a852ffeb5273e4fcf72bfbb1eb0054c,f392999991616e52,,,,False,True
A_hf_0268,train,train,G0705,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0268,A_hf_0268,9c8a21aecd3038579412d06630c462291ec9aded3df129ab8440e1e905b897b5,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00540.jpg,d7ea287705d6ce8dc6939e0ad1f384da810241aab3fb6f86ea96b958d95c84bd,ac0833904c442224,,,,False,True
A_hf_0269,val,val,G0706,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0269,A_hf_0269,8eeffabd73997f2a2586d663d1075281a67392d6fda5bfc4398166d892deae9b,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00017.jpg,bb05b29779171fa4f0b017b35f3a6fab7756a57a684e8a83c141fb3309ec133d,6f373e74767edcbc,,,,False,True
A_hf_0270,test,test,G0707,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0270,A_hf_0270,4f63e1630fa3dfbd578321e9a056f0b415987260b404edfc4779859b45f440b0,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00111.jpg,a9ea9a64c33535a7471cef2a99c5b3f1e7351633470d875ad92cc3a1617ea397,a736b7f098188f83,,,,False,True
A_hf_0271,train,train,G0708,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0271,A_hf_0271,ac99a580498d21c59a63599fd7786e4e8caec9292bd31fd0f67fcdefd581f0d5,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00085.jpg,79712c49b05bfc40cc9aa545402884fb7141dcb6e60da5900070f6c958e051a1,1bf4671b25f0b2f8,,,,False,True
A_hf_0272,train,train,G0709,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0272,A_hf_0272,9655fe17038a83776b988f7dd6e41de9e657920dfeddd8276f85a138f506d12d,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00263.jpg,34a9e983fcaa8a3a5b0bed8bd428e22b9c4554472db98e28fc121b83e50b344c,82b8d4d0d8e0a282,,,,False,True
A_hf_0273,train,train,G0710,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0273,A_hf_0273,807bf67abd45402f7ff1e7361052d054718bf863e05c7685a230c4cefabef475,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00023.jpg,9253b4188f2f0e210aa98c188715b59a9016a34d0c0a64ff080cb748a2a9176f,1716176373331b2f,,,,False,True
A_hf_0274,val,val,G0711,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0274,A_hf_0274,d1182be5f2cfba65974182bedb379491587f0a783e5dc103bc77649e3d32acaa,dataset/augmented_images/cat_c_v2/diagrams/C_hf_diagram_00013.jpg,d98bb24c14f6fd5a2d915d43dd34410ff1294095e56eebafb5e4496c78743adc,555555af55555555,,,,False,True
A_hf_0275,train,train,G0712,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0275,A_hf_0275,98ed883d816b74c05fe85a6256831eb3b5b2e4189693ff1bcffc727b24c982a5,dataset/augmented_images/cat_c_v2/art/C_hf_art_00042.jpg,8ddefdf5dbf6598a47ca9ba08a61b01566d4db4600e4f7e83c4c6210e630452f,323c0c53f2e8f1f1,,,,False,True
A_hf_0276,train,train,G0713,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0276,A_hf_0276,2e3c9d229547c1922e9353016e99109c684f0ade74b74bf96f2f7298459ec4a8,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00157.jpg,742f4e20831fdbc90e940136b4e9654061908015ba7591b56e6dd325c310b29b,d7f9f89ccccccf8a,,,,False,True
A_hf_0277,train,train,G0714,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0277,A_hf_0277,0567e8e94de5a6ba80e05e1aeef5753c8153b1ae08f532805dce3257279f8dba,dataset/augmented_images/cat_c_v2/art/C_hf_art_00023.jpg,f287cb1a9169426b9a6e6fee048c702fbb50d7da8203b4bfcaf52d87e4ea8822,cff7f54e5753ace5,,,,False,True
A_hf_0278,train,train,G0588,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0278,A_hf_0278,c80befc30c2489bb31e9f7fb42fb4a0167d5f5ceb5cb974decd70787bcbf4715,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00276.jpg,be1dad92e497b63ac2b6b93ffac1cf7e45aedfbf7c5c57c176153c4daf40b325,793992961af5f251,,,,False,True
A_hf_0279,train,train,G0715,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0279,A_hf_0279,900faec025403215621bea050b6e09eba90f259115902e56b912e840b71cfb86,dataset/augmented_images/cat_c_v2/diagrams/C_hf_diagram_00050.jpg,390a28dcfe133a8a5b49de873d9ea2c6f6ad3cbe1c1475310bfc7f5b1012def9,1992924939363169,,,,False,True
A_hf_0280,train,train,G0716,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0280,A_hf_0280,05dcd0f09808a0b35404347486058a1f3ad7330a92e441a6a0f44e573f54dba9,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00013.jpg,ed91388688fd5563fde9942a5601fabc77cf1a8d3fbd166f751ef9562ebb8a3e,9e8c983848480acc,,,,False,True
A_hf_0281,test,test,G0717,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0281,A_hf_0281,0bddb0fbe33b7dde92b41da2dffa9830ad83073acf25de87714dbb5705305f23,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00322.jpg,c3d3218cc13db563bb23be5391acce3ec2c6fd78d23b7aaff333ff5413d906ca,79f9b9bce2e0d4e0,,,,False,True
A_hf_0282,train,train,G0518,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0282,A_hf_0282,e610db5e9cd646325aa4910f9b16e8aa5d5b658b3de3c95d4c45e17bc21f3853,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00307.jpg,000575e8981d534011d3dfaa7c4aa936d6208b4883f0ad6d84ecfea67ab18a44,6cfc949490909090,,,,False,True
A_hf_0283,train,train,G0609,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0283,A_hf_0283,2174b77bd0a3a486af015852c606dff6bc6480789af4a34c2407b050e6475932,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00240.jpg,3fa50ef160cc5457a230e9e6b500941da9722d0e8f6afef1ad741ba4c474743d,f4b432a9bd96e6f2,,,,False,True
A_hf_0284,test,test,G0546,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0284,A_hf_0284,58e525f55dc0cf0563ac47abd6261fbb40d03884c6811d74c1eed1241aeb0519,dataset/augmented_images/cat_c_v2/portrait_vqa/C_hf_portraitvqa_00007.jpg,08b814fbf155a4ece91ae777d94147a6620f0a7421345bf87d1589c8adea04c5,ecd8d8d89e3a3b1b,,,,False,True
A_hf_0285,train,train,G0546,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0285,A_hf_0285,47bde9755c6aeafdf8e681c7bbb41085d0c1b3e39b43477a527801b7b3b975e2,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00347.jpg,08b814fbf155a4ece91ae777d94147a6620f0a7421345bf87d1589c8adea04c5,ecd8d8d89e3a3b1b,,,,False,True
A_hf_0286,train,train,G0718,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0286,A_hf_0286,d458829e921544ec33b05f34899ddb46fdf8eaeeac3b0622fad6332b69c5e64f,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00551.jpg,a386ceb19b4969ae419cfddf1d9782c0bf164ab981273cde85f416c70d0b8819,0c0b43c7817172b2,,,,False,True
A_hf_0287,test,test,G0719,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0287,A_hf_0287,f99d6b7706ab12909df1d6a3adcba8cd086547f62de2f580dda3e8cb14ce80e4,dataset/augmented_images/cat_c_v2/portrait_vqa/C_hf_portraitvqa_00086.jpg,607aa8b7e3f8d0f706b3f900eb2ea4ddce325c0cafd3196d40b859498c4f87d6,2014a896b7929019,,,,False,True
A_hf_0288,train,train,G0720,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0288,A_hf_0288,d494c45b3e11112815e9f8fe931f69c4c05c716b86a3b0ba810cd907daefc552,dataset/augmented_images/cat_c_v2/diagrams/C_hf_diagram_00046.jpg,893099d27e6367e5de5284ec420ee44d7ab7c57c4334d666ec50944145b6d6ca,4f0d4d0f0e8e9616,,,,False,True
A_hf_0289,test,test,G0721,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0289,A_hf_0289,90bd2b56a3b3c2427251fd4b807e19cc304a675ccd002e06f413abc5d3b794dc,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00152.jpg,d2f72af5e0e930239af7c4ef7add80076d1feeb0ca6607ce9ffa2d7047f7a305,3333307351b63d34,,,,False,True
A_hf_0290,train,train,G0722,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0290,A_hf_0290,ce6adda192725653640e0844648d7547ce1b37f8f6b539bd0391807a6a85e92e,dataset/augmented_images/cat_c_v2/art/C_hf_art_00026.jpg,c38ac3324074bba93e4e24c239f169752ccffe05817f8cdd6dd121b85001189a,4b9392b8f6a49492,,,,False,True
A_hf_0291,val,val,G0723,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0291,A_hf_0291,b2b9079b850611bcfc463892679e9c525366a28f87e801338acbd6b07d9b05d5,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00165.jpg,7ca2ab5f37b968d4cb41af132749eadf615ccd1b2e0e110704dd58227be478f7,a02a0b9a18102200,,,,False,True
A_hf_0292,train,train,G0724,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0292,A_hf_0292,b3a62e055b654974f52d999a14d9dce54f3a963885e3e4e59ee30f6dace421b1,dataset/augmented_images/cat_c_v2/portrait_vqa/C_hf_portraitvqa_00063.jpg,8cbb7b71740cbf3cbd0c4e000c12f5ea9677c9c4dc2ed91173ee9daba6c298d7,4640a4e460ca9c1c,,,,False,True
A_hf_0293,val,val,G0725,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0293,A_hf_0293,aca79d556b90b5c10ceba5ff6b059e0966848107f60837e5f22cea13c4585445,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00175.jpg,43795ad9ab845bfbf7f508b0040d8462fbf9ae92fbf92af8f15436d0fb7451d1,f8f5252365610161,,,,False,True
A_hf_0294,train,train,G0306,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0294,A_hf_0294,aa6f94b63c61e305537dfd9b3b98669af615f2bf4eb05198a04172943d21a5b5,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00082.jpg,e83d208c86e9a8997a879bd1515eb61a706a6a95db16cf172b138b4d7227048f,73ffb0d89c9ecce0,,,,False,True
A_hf_0295,train,train,G0726,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0295,A_hf_0295,dcae270ef2d361b066730bff6baf0174fa892c3d22ecea196db96736be514408,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00587.jpg,71db3859bd86a673f16ae25113010a3489ab84e810701a79f01c8303596e32f9,f8f8e6e293b3b3b2,,,,False,True
A_hf_0296,test,test,G0329,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0296,A_hf_0296,40902be628bbfc8c7332022593b5e5eb39aadb6d86f27ea8f68bf090da537020,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00132.jpg,3852b2a35b03978c770147e2f3026cd377b5dcf743db760a40ea25dd90ab40eb,b06462602508cef4,,,,False,True
A_hf_0297,train,train,G0727,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0297,A_hf_0297,5ad472134e4b7b47cc07fb6eb42021aa3426fd0b18512b324e0f0672d4f81134,dataset/augmented_images/cat_c_v2/diagrams/C_hf_diagram_00001.jpg,7385ff8ea5a2bcbc0b97bb1f626ed5040fe5a5a2a377a57d83953755ceb0fadc,0602420d79341803,,,,False,True
A_hf_0298,train,train,G0696,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0298,A_hf_0298,eb3f532d42171806d417c55bce4ffdb55c768b8f2004882077fd9b19527fbdd7,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00059.jpg,59707a15a622aeee93a85820be04c2d3f1006af958754c705f9bf59111f720fc,dccd01c9cdcccce8,,,,False,True
A_hf_0299,train,train,G0728,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0299,A_hf_0299,652b813b071013b6a39374ce962a9436e13ad14914cd8602cebeee45b63cf922,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00457.jpg,8d7a5f007f41abf8e2c08174bc9c938ce1ebd474129a0d50e3e93d418dad9d74,4830b4292cd1c183,,,,False,True
A_hf_0300,train,train,G0729,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0300,A_hf_0300,b9e8db523504f40eaa028442f68aa211564c317d0913cf579b0d4b18d1c22173,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00008.jpg,05b039c534db5c7b503726bc643b0e0f0cfe9d9bf575f874bbaef8a7a294b6b4,b131b6182bab3d0c,,,,False,True
A_hf_0301,train,train,G0431,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0301,A_hf_0301,e6d19c7c835b1f2b676e4277e5b7bdbd91a1673a556db156bd24e05546fc5af8,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00128.jpg,7554df72680f36b0d5b032be500514981b89a85f59c0bda93006a5cc58c28012,6765ec18da4e160d,,,,False,True
A_hf_0302,test,test,G0730,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0302,A_hf_0302,c4157c3b78202bfe6adf48d73aae3d43ff684d25b299135bd846f6e9c58bb453,dataset/augmented_images/cat_c_v2/coco/C_hf_coco_00149.jpg,b7041bc7d60a9c2137f93c6a334fc18534a6256b5a6ceb44834b89162e2b830e,6cbcdddcdcf8f884,,,,False,True
A_hf_0303,test,test,G0731,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0303,A_hf_0303,6dc333f6adb830147c57b8d259853fc11af22896b4b5705106e19e2b0713af99,dataset/augmented_images/cat_c_v2/fashion/C_hf_fashion_00009.jpg,bb4daddbb16fef41f4b2e7d695f0876b1b8c0a62a0d1aeaa7fdfa6538a20f82d,3ef15b773eba74e8,,,,False,True
A_hf_0304,train,train,G0701,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0304,A_hf_0304,3d02c254c498390a3fe82deb892664c1a8a56e820cfc75e1bf7113adf82e8628,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00092.jpg,36109844780835f81a71a7ea551607171e9d91a4fb3c38fa6d75825ea26f704f,4141f4b064743c1e,,,,False,True
A_hf_0305,train,train,G0599,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0305,A_hf_0305,9ccc7078edeef4dbf6854b1e72fd5e60c16d5a517fefdae5bb95f3ac31d7e3a3,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00574.jpg,f3a6c0e93fdf0674fe6102de4f31f22bf0d6d696f4238dfe74fe04f551f56d35,d0c0183c666871da,,,,False,True
A_hf_0306,train,train,G0732,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0306,A_hf_0306,f521b694885b47223c5adb9ccdcbaa0dad41ee829b05f6476956e2b1d8269d5d,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00052.jpg,40f934e4d3674af197315c91b29f7ef2d6767b8765a6103dad609cfdd4946451,a6666f243a53e3b3,,,,False,True
A_hf_0307,test,test,G0546,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0307,A_hf_0307,49467d6d5eefbdd0166f01ebf0f5876fec1de0aded34cb996c33d17fa7c149dd,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00502.jpg,08b814fbf155a4ece91ae777d94147a6620f0a7421345bf87d1589c8adea04c5,ecd8d8d89e3a3b1b,,,,False,True
A_hf_0308,train,train,G0507,A,1,0,0,PKU-Alignment/BeaverTails+safe_image,PKU-Alignment/BeaverTails+safe_image,A_hf_0308,A_hf_0308,7d0571690c602aa61a162ee3fbaf0006d82aedb0174cba150948c74e09bc1f27,dataset/augmented_images/cat_c_v2/vqa2/C_hf_vqa2_00128.jpg,9efc8e85d3918f0d9e0bac6c65e6f7dc1180e8ee097e3dabd22a1b96960f5f7f,f139b9b1717171f1,,,,False,True
